,label,0,1,2,3,4,5,6,7,8
575,0,1,0,0,0,0,0,0,0,0
576,"1,5,7",0,1,0,0,0,1,0,1,0
577,"0,1,5,7",1,1,0,0,0,1,0,1,0
578,"1,5",0,1,0,0,0,1,0,0,0
579,"1,5",0,1,0,0,0,1,0,0,0
580,0,1,0,0,0,0,0,0,0,0
581,"1,5",0,1,0,0,0,1,0,0,0
582,"0,1,5,7",1,1,0,0,0,1,0,1,0
583,"2,3",0,0,1,1,0,0,0,0,0
584,0,1,0,0,0,0,0,0,0,0
585,5,0,0,0,0,0,1,0,0,0
586,"1,5",0,1,0,0,0,1,0,0,0
587,"1,5",0,1,0,0,0,1,0,0,0
588,"0,1,2,3,4,5,7",1,1,1,1,1,1,0,1,0
589,0,1,0,0,0,0,0,0,0,0
590,0,1,0,0,0,0,0,0,0,0
591,0,1,0,0,0,0,0,0,0,0
592,0,1,0,0,0,0,0,0,0,0
593,0,1,0,0,0,0,0,0,0,0
594,0,1,0,0,0,0,0,0,0,0
595,0,1,0,0,0,0,0,0,0,0
596,0,1,0,0,0,0,0,0,0,0
597,1,0,1,0,0,0,0,0,0,0
598,"1,2,3",0,1,1,1,0,0,0,0,0
599,"1,2,3,5",0,1,1,1,0,1,0,0,0
600,"1,2,3",0,1,1,1,0,0,0,0,0
601,1,0,1,0,0,0,0,0,0,0
602,"0,1,5,7",1,1,0,0,0,1,0,1,0
603,"0,1,2,5,6,7,8",1,1,1,0,0,1,1,1,1
604,1,0,1,0,0,0,0,0,0,0
605,2,0,0,1,0,0,0,0,0,0
606,"2,3,5",0,0,1,1,0,1,0,0,0
607,7,0,0,0,0,0,0,0,1,0
608,"1,7",0,1,0,0,0,0,0,1,0
609,"1,5,7",0,1,0,0,0,1,0,1,0
610,"1,5,6",0,1,0,0,0,1,1,0,0
611,"1,5",0,1,0,0,0,1,0,0,0
612,"1,6",0,1,0,0,0,0,1,0,0
613,0,1,0,0,0,0,0,0,0,0
614,0,1,0,0,0,0,0,0,0,0
615,1,0,1,0,0,0,0,0,0,0
616,"1,7",0,1,0,0,0,0,0,1,0
617,0,1,0,0,0,0,0,0,0,0
618,"0,5",1,0,0,0,0,1,0,0,0
619,0,1,0,0,0,0,0,0,0,0
620,"1,8",0,1,0,0,0,0,0,0,1
621,"1,5",0,1,0,0,0,1,0,0,0
622,0,1,0,0,0,0,0,0,0,0
623,"1,3",0,1,0,1,0,0,0,0,0
624,"1,5",0,1,0,0,0,1,0,0,0
625,"1,3,5",0,1,0,1,0,1,0,0,0
626,0,1,0,0,0,0,0,0,0,0
627,0,1,0,0,0,0,0,0,0,0
628,0,1,0,0,0,0,0,0,0,0
629,"0,1,4,5",1,1,0,0,1,1,0,0,0
630,"0,1,6",1,1,0,0,0,0,1,0,0
631,0,1,0,0,0,0,0,0,0,0
632,0,1,0,0,0,0,0,0,0,0
633,"0,1,2,5,6,7,8",1,1,1,0,0,1,1,1,1
634,"2,5",0,0,1,0,0,1,0,0,0
635,"0,1,7",1,1,0,0,0,0,0,1,0
636,"0,1,5,7",1,1,0,0,0,1,0,1,0
637,0,1,0,0,0,0,0,0,0,0
638,0,1,0,0,0,0,0,0,0,0
639,0,1,0,0,0,0,0,0,0,0
640,0,1,0,0,0,0,0,0,0,0
641,"0,1,2,5,6,7,8",1,1,1,0,0,1,1,1,1
642,2,0,0,1,0,0,0,0,0,0
643,0,1,0,0,0,0,0,0,0,0
644,5,0,0,0,0,0,1,0,0,0
645,"0,1,7",1,1,0,0,0,0,0,1,0
646,"1,7",0,1,0,0,0,0,0,1,0
647,1,0,1,0,0,0,0,0,0,0
648,0,1,0,0,0,0,0,0,0,0
649,1,0,1,0,0,0,0,0,0,0
650,0,1,0,0,0,0,0,0,0,0
651,0,1,0,0,0,0,0,0,0,0
652,"1,2,4,5",0,1,1,0,1,1,0,0,0
653,"1,2",0,1,1,0,0,0,0,0,0
654,"1,5",0,1,0,0,0,1,0,0,0
655,"1,2",0,1,1,0,0,0,0,0,0
656,"1,2",0,1,1,0,0,0,0,0,0
657,"1,4",0,1,0,0,1,0,0,0,0
658,"1,5",0,1,0,0,0,1,0,0,0
659,"1,7",0,1,0,0,0,0,0,1,0
660,"0,1,5,7",1,1,0,0,0,1,0,1,0
661,0,1,0,0,0,0,0,0,0,0
662,1,0,1,0,0,0,0,0,0,0
663,"1,7",0,1,0,0,0,0,0,1,0
664,"1,5",0,1,0,0,0,1,0,0,0
665,0,1,0,0,0,0,0,0,0,0
666,0,1,0,0,0,0,0,0,0,0
667,"0,1,6",1,1,0,0,0,0,1,0,0
668,0,1,0,0,0,0,0,0,0,0
669,0,1,0,0,0,0,0,0,0,0
670,"1,5,7",0,1,0,0,0,1,0,1,0
671,0,1,0,0,0,0,0,0,0,0
672,0,1,0,0,0,0,0,0,0,0
673,"2,3,5",0,0,1,1,0,1,0,0,0
674,"2,3",0,0,1,1,0,0,0,0,0
675,"2,3",0,0,1,1,0,0,0,0,0
676,1,0,1,0,0,0,0,0,0,0
677,1,0,1,0,0,0,0,0,0,0
678,6,0,0,0,0,0,0,1,0,0
679,"0,1,2,5,6,7,8",1,1,1,0,0,1,1,1,1
680,5,0,0,0,0,0,1,0,0,0
681,"0,1,5",1,1,0,0,0,1,0,0,0
682,"0,1,2,3,5",1,1,1,1,0,1,0,0,0
683,"0,5",1,0,0,0,0,1,0,0,0
684,"0,1,2,5",1,1,1,0,0,1,0,0,0
685,"0,1,5",1,1,0,0,0,1,0,0,0
686,7,0,0,0,0,0,0,0,1,0
687,"0,1,5,7",1,1,0,0,0,1,0,1,0
688,0,1,0,0,0,0,0,0,0,0
689,0,1,0,0,0,0,0,0,0,0
690,"0,1,4,5",1,1,0,0,1,1,0,0,0
691,0,1,0,0,0,0,0,0,0,0
692,0,1,0,0,0,0,0,0,0,0
693,0,1,0,0,0,0,0,0,0,0
694,0,1,0,0,0,0,0,0,0,0
695,1,0,1,0,0,0,0,0,0,0
696,1,0,1,0,0,0,0,0,0,0
697,"1,6",0,1,0,0,0,0,1,0,0
698,3,0,0,0,1,0,0,0,0,0
699,1,0,1,0,0,0,0,0,0,0
700,0,1,0,0,0,0,0,0,0,0
701,0,1,0,0,0,0,0,0,0,0
702,5,0,0,0,0,0,1,0,0,0
703,1,0,1,0,0,0,0,0,0,0
704,"1,5",0,1,0,0,0,1,0,0,0
705,0,1,0,0,0,0,0,0,0,0
706,"0,1,2,3,5,6,7,8",1,1,1,1,0,1,1,1,1
707,1,0,1,0,0,0,0,0,0,0
708,"0,1,5,7",1,1,0,0,0,1,0,1,0
709,6,0,0,0,0,0,0,1,0,0
710,"1,5",0,1,0,0,0,1,0,0,0
711,"0,1,5",1,1,0,0,0,1,0,0,0
712,1,0,1,0,0,0,0,0,0,0
713,0,1,0,0,0,0,0,0,0,0
714,0,1,0,0,0,0,0,0,0,0
715,0,1,0,0,0,0,0,0,0,0
716,"0,1,5",1,1,0,0,0,1,0,0,0
717,"0,1,5,7",1,1,0,0,0,1,0,1,0
718,"1,5",0,1,0,0,0,1,0,0,0
719,"0,1,5,7",1,1,0,0,0,1,0,1,0
720,"1,5,7",0,1,0,0,0,1,0,1,0
721,"0,1,2,4,5",1,1,1,0,1,1,0,0,0
722,"1,2,4,5",0,1,1,0,1,1,0,0,0
723,"0,1,5,7",1,1,0,0,0,1,0,1,0
724,1,0,1,0,0,0,0,0,0,0
725,"1,3,4,5,6",0,1,0,1,1,1,1,0,0
726,7,0,0,0,0,0,0,0,1,0
727,"1,5,6",0,1,0,0,0,1,1,0,0
728,0,1,0,0,0,0,0,0,0,0
729,"1,5",0,1,0,0,0,1,0,0,0
730,"1,5",0,1,0,0,0,1,0,0,0
731,"0,1,5,7",1,1,0,0,0,1,0,1,0
732,"1,5",0,1,0,0,0,1,0,0,0
733,"1,5",0,1,0,0,0,1,0,0,0
734,"0,2,5",1,0,1,0,0,1,0,0,0
735,"1,5",0,1,0,0,0,1,0,0,0
736,0,1,0,0,0,0,0,0,0,0
737,0,1,0,0,0,0,0,0,0,0
738,"2,5",0,0,1,0,0,1,0,0,0
739,"1,2,5",0,1,1,0,0,1,0,0,0
740,"0,1,2,5",1,1,1,0,0,1,0,0,0
741,"0,1,5,6,7,8",1,1,0,0,0,1,1,1,1
742,"1,2,5",0,1,1,0,0,1,0,0,0
743,"0,4",1,0,0,0,1,0,0,0,0
744,"0,4",1,0,0,0,1,0,0,0,0
745,"1,5",0,1,0,0,0,1,0,0,0
746,"0,1,5",1,1,0,0,0,1,0,0,0
747,"0,1,5",1,1,0,0,0,1,0,0,0
748,0,1,0,0,0,0,0,0,0,0
749,"0,1,5,7",1,1,0,0,0,1,0,1,0
750,"1,4",0,1,0,0,1,0,0,0,0
751,"1,2,5",0,1,1,0,0,1,0,0,0
752,0,1,0,0,0,0,0,0,0,0
753,0,1,0,0,0,0,0,0,0,0
754,0,1,0,0,0,0,0,0,0,0
755,0,1,0,0,0,0,0,0,0,0
756,"0,1,7",1,1,0,0,0,0,0,1,0
757,"0,1,5,7",1,1,0,0,0,1,0,1,0
758,"1,5",0,1,0,0,0,1,0,0,0
759,"1,5",0,1,0,0,0,1,0,0,0
760,0,1,0,0,0,0,0,0,0,0
761,"0,1,5,7",1,1,0,0,0,1,0,1,0
762,"2,5",0,0,1,0,0,1,0,0,0
763,"0,1,2,3,5,6,7,8",1,1,1,1,0,1,1,1,1
764,0,1,0,0,0,0,0,0,0,0
765,"1,7",0,1,0,0,0,0,0,1,0
766,0,1,0,0,0,0,0,0,0,0
767,0,1,0,0,0,0,0,0,0,0
768,0,1,0,0,0,0,0,0,0,0
769,"0,1,5,6,7",1,1,0,0,0,1,1,1,0
770,0,1,0,0,0,0,0,0,0,0
771,1,0,1,0,0,0,0,0,0,0
772,"0,1,5",1,1,0,0,0,1,0,0,0
773,0,1,0,0,0,0,0,0,0,0
774,0,1,0,0,0,0,0,0,0,0
775,0,1,0,0,0,0,0,0,0,0
776,1,0,1,0,0,0,0,0,0,0
777,0,1,0,0,0,0,0,0,0,0
778,"1,5",0,1,0,0,0,1,0,0,0
779,"0,1,5,7",1,1,0,0,0,1,0,1,0
780,7,0,0,0,0,0,0,0,1,0
781,"0,1,5,7",1,1,0,0,0,1,0,1,0
782,"0,1,5",1,1,0,0,0,1,0,0,0
783,"1,5",0,1,0,0,0,1,0,0,0
784,"1,2",0,1,1,0,0,0,0,0,0
785,1,0,1,0,0,0,0,0,0,0
786,"1,5",0,1,0,0,0,1,0,0,0
787,0,1,0,0,0,0,0,0,0,0
788,"1,5",0,1,0,0,0,1,0,0,0
789,0,1,0,0,0,0,0,0,0,0
790,0,1,0,0,0,0,0,0,0,0
791,0,1,0,0,0,0,0,0,0,0
792,1,0,1,0,0,0,0,0,0,0
793,5,0,0,0,0,0,1,0,0,0
794,"1,0",1,1,0,0,0,0,0,0,0
795,1,0,1,0,0,0,0,0,0,0
796,5,0,0,0,0,0,1,0,0,0
797,"1,2,5",0,1,1,0,0,1,0,0,0
798,5,0,0,0,0,0,1,0,0,0
799,"0,1,5,7",1,1,0,0,0,1,0,1,0
800,"0,1,5,7",1,1,0,0,0,1,0,1,0
801,"0,1,5,7",1,1,0,0,0,1,0,1,0
802,0,1,0,0,0,0,0,0,0,0
803,0,1,0,0,0,0,0,0,0,0
804,"0,1,5,7",1,1,0,0,0,1,0,1,0
805,"0,1,2,5,7",1,1,1,0,0,1,0,1,0
806,0,1,0,0,0,0,0,0,0,0
807,7,0,0,0,0,0,0,0,1,0
808,7,0,0,0,0,0,0,0,1,0
809,"0,1,5,7",1,1,0,0,0,1,0,1,0
810,"1,4",0,1,0,0,1,0,0,0,0
811,"0,4",1,0,0,0,1,0,0,0,0
812,"4,1",0,1,0,0,1,0,0,0,0
813,"1,5",0,1,0,0,0,1,0,0,0
814,"2,5",0,0,1,0,0,1,0,0,0
815,"1,5",0,1,0,0,0,1,0,0,0
816,0,1,0,0,0,0,0,0,0,0
817,"1,5",0,1,0,0,0,1,0,0,0
818,"0,1,2,5,6,7,8",1,1,1,0,0,1,1,1,1
819,7,0,0,0,0,0,0,0,1,0
820,"0,6,7",1,0,0,0,0,0,1,1,0
821,"0,7",1,0,0,0,0,0,0,1,0
822,"1,7",0,1,0,0,0,0,0,1,0
823,7,0,0,0,0,0,0,0,1,0
824,0,1,0,0,0,0,0,0,0,0
825,1,0,1,0,0,0,0,0,0,0
826,1,0,1,0,0,0,0,0,0,0
827,0,1,0,0,0,0,0,0,0,0
828,"1,7",0,1,0,0,0,0,0,1,0
829,1,0,1,0,0,0,0,0,0,0
830,"1,2,3",0,1,1,1,0,0,0,0,0
831,"1,2",0,1,1,0,0,0,0,0,0
832,0,1,0,0,0,0,0,0,0,0
833,0,1,0,0,0,0,0,0,0,0
834,"0,1,5,6,7,8",1,1,0,0,0,1,1,1,1
835,"0,1,6,8",1,1,0,0,0,0,1,0,1
836,"0,6",1,0,0,0,0,0,1,0,0
837,"1,5",0,1,0,0,0,1,0,0,0
838,"1,5",0,1,0,0,0,1,0,0,0
839,"0,1,2,5,7",1,1,1,0,0,1,0,1,0
840,"1,5",0,1,0,0,0,1,0,0,0
841,"0,1,5",1,1,0,0,0,1,0,0,0
842,6,0,0,0,0,0,0,1,0,0
843,6,0,0,0,0,0,0,1,0,0
844,6,0,0,0,0,0,0,1,0,0
845,1,0,1,0,0,0,0,0,0,0
846,0,1,0,0,0,0,0,0,0,0
847,0,1,0,0,0,0,0,0,0,0
848,0,1,0,0,0,0,0,0,0,0
849,0,1,0,0,0,0,0,0,0,0
850,0,1,0,0,0,0,0,0,0,0
851,0,1,0,0,0,0,0,0,0,0
852,"1,4",0,1,0,0,1,0,0,0,0
853,"1,4",0,1,0,0,1,0,0,0,0
854,4,0,0,0,0,1,0,0,0,0
855,"1,4",0,1,0,0,1,0,0,0,0
856,"1,4",0,1,0,0,1,0,0,0,0
857,"0,3,5",1,0,0,1,0,1,0,0,0
858,0,1,0,0,0,0,0,0,0,0
859,"0,5,7,8",1,0,0,0,0,1,0,1,1
860,0,1,0,0,0,0,0,0,0,0
861,"0,6,7,8",1,0,0,0,0,0,1,1,1
862,0,1,0,0,0,0,0,0,0,0
863,0,1,0,0,0,0,0,0,0,0
864,"0,1,5,7",1,1,0,0,0,1,0,1,0
865,"1,5",0,1,0,0,0,1,0,0,0
866,7,0,0,0,0,0,0,0,1,0
867,0,1,0,0,0,0,0,0,0,0
868,"0,7",1,0,0,0,0,0,0,1,0
869,1,0,1,0,0,0,0,0,0,0
870,1,0,1,0,0,0,0,0,0,0
871,1,0,1,0,0,0,0,0,0,0
872,0,1,0,0,0,0,0,0,0,0
873,0,1,0,0,0,0,0,0,0,0
874,1,0,1,0,0,0,0,0,0,0
875,"1,5",0,1,0,0,0,1,0,0,0
876,"1,5",0,1,0,0,0,1,0,0,0
877,0,1,0,0,0,0,0,0,0,0
878,0,1,0,0,0,0,0,0,0,0
879,0,1,0,0,0,0,0,0,0,0
880,5,0,0,0,0,0,1,0,0,0
881,"1,5",0,1,0,0,0,1,0,0,0
882,5,0,0,0,0,0,1,0,0,0
883,5,0,0,0,0,0,1,0,0,0
884,"1,5",0,1,0,0,0,1,0,0,0
885,"1,2,5",0,1,1,0,0,1,0,0,0
886,"1,2,5",0,1,1,0,0,1,0,0,0
887,0,1,0,0,0,0,0,0,0,0
888,"1,5,6",0,1,0,0,0,1,1,0,0
889,7,0,0,0,0,0,0,0,1,0
890,0,1,0,0,0,0,0,0,0,0
891,1,0,1,0,0,0,0,0,0,0
892,0,1,0,0,0,0,0,0,0,0
893,0,1,0,0,0,0,0,0,0,0
894,7,0,0,0,0,0,0,0,1,0
895,7,0,0,0,0,0,0,0,1,0
896,"0,4",1,0,0,0,1,0,0,0,0
897,0,1,0,0,0,0,0,0,0,0
898,0,1,0,0,0,0,0,0,0,0
899,"0,1,5,7",1,1,0,0,0,1,0,1,0
900,0,1,0,0,0,0,0,0,0,0
901,0,1,0,0,0,0,0,0,0,0
902,1,0,1,0,0,0,0,0,0,0
903,1,0,1,0,0,0,0,0,0,0
904,3,0,0,0,1,0,0,0,0,0
905,"0,1,5,7",1,1,0,0,0,1,0,1,0
906,0,1,0,0,0,0,0,0,0,0
907,0,1,0,0,0,0,0,0,0,0
908,"1,5",0,1,0,0,0,1,0,0,0
909,"1,7",0,1,0,0,0,0,0,1,0
910,"1,5",0,1,0,0,0,1,0,0,0
911,"0,1,5,7",1,1,0,0,0,1,0,1,0
912,"2,5",0,0,1,0,0,1,0,0,0
913,"1,5,7",0,1,0,0,0,1,0,1,0
914,"0,1,5",1,1,0,0,0,1,0,0,0
915,4,0,0,0,0,1,0,0,0,0
916,"1,4",0,1,0,0,1,0,0,0,0
917,"1,6",0,1,0,0,0,0,1,0,0
918,1,0,1,0,0,0,0,0,0,0
919,0,1,0,0,0,0,0,0,0,0
920,1,0,1,0,0,0,0,0,0,0
921,1,0,1,0,0,0,0,0,0,0
922,1,0,1,0,0,0,0,0,0,0
923,"1,5",0,1,0,0,0,1,0,0,0
924,1,0,1,0,0,0,0,0,0,0
925,0,1,0,0,0,0,0,0,0,0
926,"2,3,5",0,0,1,1,0,1,0,0,0
927,"0,1,2,5,6,7,8",1,1,1,0,0,1,1,1,1
928,0,1,0,0,0,0,0,0,0,0
929,1,0,1,0,0,0,0,0,0,0
930,"1,4",0,1,0,0,1,0,0,0,0
931,"1,2,3",0,1,1,1,0,0,0,0,0
932,"1,4",0,1,0,0,1,0,0,0,0
933,5,0,0,0,0,0,1,0,0,0
934,"5,7",0,0,0,0,0,1,0,1,0
935,5,0,0,0,0,0,1,0,0,0
936,0,1,0,0,0,0,0,0,0,0
937,0,1,0,0,0,0,0,0,0,0
938,2,0,0,1,0,0,0,0,0,0
939,0,1,0,0,0,0,0,0,0,0
940,0,1,0,0,0,0,0,0,0,0
941,1,0,1,0,0,0,0,0,0,0
942,1,0,1,0,0,0,0,0,0,0
943,5,0,0,0,0,0,1,0,0,0
944,"0,1,5,7",1,1,0,0,0,1,0,1,0
945,7,0,0,0,0,0,0,0,1,0
946,"6,7",0,0,0,0,0,0,1,1,0
947,"2,5",0,0,1,0,0,1,0,0,0
948,"0,1,2,5,6,7",1,1,1,0,0,1,1,1,0
949,6,0,0,0,0,0,0,1,0,0
950,0,1,0,0,0,0,0,0,0,0
951,0,1,0,0,0,0,0,0,0,0
952,0,1,0,0,0,0,0,0,0,0
953,0,1,0,0,0,0,0,0,0,0
954,"0,1,2,4,5,6,7,8",1,1,1,0,1,1,1,1,1
955,0,1,0,0,0,0,0,0,0,0
956,"0,1,5,7",1,1,0,0,0,1,0,1,0
957,"1,5",0,1,0,0,0,1,0,0,0
958,"4,5",0,0,0,0,1,1,0,0,0
959,"1,5",0,1,0,0,0,1,0,0,0
960,"0,1,5,7",1,1,0,0,0,1,0,1,0
961,0,1,0,0,0,0,0,0,0,0
962,"0,1,5,7",1,1,0,0,0,1,0,1,0
963,1,0,1,0,0,0,0,0,0,0
964,1,0,1,0,0,0,0,0,0,0
965,1,0,1,0,0,0,0,0,0,0
966,1,0,1,0,0,0,0,0,0,0
967,1,0,1,0,0,0,0,0,0,0
968,1,0,1,0,0,0,0,0,0,0
969,0,1,0,0,0,0,0,0,0,0
970,1,0,1,0,0,0,0,0,0,0
971,"2,3,5",0,0,1,1,0,1,0,0,0
972,"0,1,2,5,6,7,8",1,1,1,0,0,1,1,1,1
973,"0,1,5,7",1,1,0,0,0,1,0,1,0
974,"0,1,2,3,4,5,7,8",1,1,1,1,1,1,0,1,1
975,"1,4",0,1,0,0,1,0,0,0,0
976,"1,5",0,1,0,0,0,1,0,0,0
977,4,0,0,0,0,1,0,0,0,0
978,0,1,0,0,0,0,0,0,0,0
979,1,0,1,0,0,0,0,0,0,0
980,"1,0",1,1,0,0,0,0,0,0,0
981,1,0,1,0,0,0,0,0,0,0
982,"1,6",0,1,0,0,0,0,1,0,0
983,"0,1,6",1,1,0,0,0,0,1,0,0
984,"0,6",1,0,0,0,0,0,1,0,0
985,1,0,1,0,0,0,0,0,0,0
986,1,0,1,0,0,0,0,0,0,0
987,"2,3",0,0,1,1,0,0,0,0,0
988,"2,3",0,0,1,1,0,0,0,0,0
989,"1,2",0,1,1,0,0,0,0,0,0
990,"2,3",0,0,1,1,0,0,0,0,0
991,1,0,1,0,0,0,0,0,0,0
992,1,0,1,0,0,0,0,0,0,0
993,0,1,0,0,0,0,0,0,0,0
994,0,1,0,0,0,0,0,0,0,0
995,0,1,0,0,0,0,0,0,0,0
996,1,0,1,0,0,0,0,0,0,0
997,1,0,1,0,0,0,0,0,0,0
998,"1,2,3,4,5",0,1,1,1,1,1,0,0,0
999,0,1,0,0,0,0,0,0,0,0
1000,0,1,0,0,0,0,0,0,0,0
1001,"1,7",0,1,0,0,0,0,0,1,0
1002,"0,1,5,7",1,1,0,0,0,1,0,1,0
1003,"1,7",0,1,0,0,0,0,0,1,0
1004,"1,4,5,7",0,1,0,0,1,1,0,1,0
1005,"2,5",0,0,1,0,0,1,0,0,0
1006,"0,1,6",1,1,0,0,0,0,1,0,0
1007,"0,1,2,3,4,5,7,8",1,1,1,1,1,1,0,1,1
1008,"1,5",0,1,0,0,0,1,0,0,0
1009,0,1,0,0,0,0,0,0,0,0
1010,"1,5",0,1,0,0,0,1,0,0,0
1011,0,1,0,0,0,0,0,0,0,0
1012,"1,7",0,1,0,0,0,0,0,1,0
1013,7,0,0,0,0,0,0,0,1,0
1014,"1,5",0,1,0,0,0,1,0,0,0
1015,0,1,0,0,0,0,0,0,0,0
1016,"1,7",0,1,0,0,0,0,0,1,0
1017,"1,5,7",0,1,0,0,0,1,0,1,0
1018,5,0,0,0,0,0,1,0,0,0
1019,"1,5,6,7,8",0,1,0,0,0,1,1,1,1
1020,"1,5,6,7",0,1,0,0,0,1,1,1,0
1021,0,1,0,0,0,0,0,0,0,0
1022,1,0,1,0,0,0,0,0,0,0
1023,"1,7",0,1,0,0,0,0,0,1,0
1024,"1,6",0,1,0,0,0,0,1,0,0
1025,"1,5",0,1,0,0,0,1,0,0,0
1026,"0,1,2,3,4,5,6,7,8",1,1,1,1,1,1,1,1,1
1027,"1,6",0,1,0,0,0,0,1,0,0
1028,"0,1,5",1,1,0,0,0,1,0,0,0
1029,"0,1,2,3,4,5,6,7,8",1,1,1,1,1,1,1,1,1
1030,5,0,0,0,0,0,1,0,0,0
1031,"0,1,5,7",1,1,0,0,0,1,0,1,0
1032,"2,3",0,0,1,1,0,0,0,0,0
1033,"1,2",0,1,1,0,0,0,0,0,0
1034,"2,3,5",0,0,1,1,0,1,0,0,0
1035,"1,4",0,1,0,0,1,0,0,0,0
1036,"1,5",0,1,0,0,0,1,0,0,0
1037,"1,4",0,1,0,0,1,0,0,0,0
1038,0,1,0,0,0,0,0,0,0,0
1039,0,1,0,0,0,0,0,0,0,0
1040,1,0,1,0,0,0,0,0,0,0
1041,1,0,1,0,0,0,0,0,0,0
1042,"1,5",0,1,0,0,0,1,0,0,0
1043,1,0,1,0,0,0,0,0,0,0
1044,"0,1,5",1,1,0,0,0,1,0,0,0
1045,"0,4",1,0,0,0,1,0,0,0,0
1046,0,1,0,0,0,0,0,0,0,0
1047,0,1,0,0,0,0,0,0,0,0
1048,0,1,0,0,0,0,0,0,0,0
1049,1,0,1,0,0,0,0,0,0,0
1050,1,0,1,0,0,0,0,0,0,0
1051,"1,0",1,1,0,0,0,0,0,0,0
1052,2,0,0,1,0,0,0,0,0,0
1053,"2,5",0,0,1,0,0,1,0,0,0
1054,"2,3,5",0,0,1,1,0,1,0,0,0
1055,"0,1,5,7",1,1,0,0,0,1,0,1,0
1056,3,0,0,0,1,0,0,0,0,0
1057,1,0,1,0,0,0,0,0,0,0
1058,"0,1,5,7",1,1,0,0,0,1,0,1,0
1059,"1,2,5",0,1,1,0,0,1,0,0,0
1060,0,1,0,0,0,0,0,0,0,0
1061,0,1,0,0,0,0,0,0,0,0
1062,0,1,0,0,0,0,0,0,0,0
1063,0,1,0,0,0,0,0,0,0,0
1064,"0,1,5,6,7",1,1,0,0,0,1,1,1,0
1065,0,1,0,0,0,0,0,0,0,0
1066,0,1,0,0,0,0,0,0,0,0
1067,"1,5,6",0,1,0,0,0,1,1,0,0
1068,"0,1,5",1,1,0,0,0,1,0,0,0
1069,"0,4",1,0,0,0,1,0,0,0,0
1070,0,1,0,0,0,0,0,0,0,0
1071,1,0,1,0,0,0,0,0,0,0
1072,"0,1,5,7",1,1,0,0,0,1,0,1,0
1073,"2,3",0,0,1,1,0,0,0,0,0
1074,0,1,0,0,0,0,0,0,0,0
1075,"0,1,5,7",1,1,0,0,0,1,0,1,0
1076,0,1,0,0,0,0,0,0,0,0
1077,"1,5,7",0,1,0,0,0,1,0,1,0
1078,"1,5",0,1,0,0,0,1,0,0,0
1079,"0,1,4,5",1,1,0,0,1,1,0,0,0
1080,"1,7",0,1,0,0,0,0,0,1,0
1081,"1,7",0,1,0,0,0,0,0,1,0
1082,"0,1,7,8",1,1,0,0,0,0,0,1,1
1083,"0,1,6,8",1,1,0,0,0,0,1,0,1
1084,"0,1,5,7",1,1,0,0,0,1,0,1,0
1085,7,0,0,0,0,0,0,0,1,0
1086,0,1,0,0,0,0,0,0,0,0
1087,7,0,0,0,0,0,0,0,1,0
1088,6,0,0,0,0,0,0,1,0,0
1089,0,1,0,0,0,0,0,0,0,0
1090,0,1,0,0,0,0,0,0,0,0
1091,"1,5",0,1,0,0,0,1,0,0,0
1092,0,1,0,0,0,0,0,0,0,0
1093,0,1,0,0,0,0,0,0,0,0
1094,0,1,0,0,0,0,0,0,0,0
1095,"1,4,5",0,1,0,0,1,1,0,0,0
1096,0,1,0,0,0,0,0,0,0,0
1097,1,0,1,0,0,0,0,0,0,0
1098,"1,6",0,1,0,0,0,0,1,0,0
1099,"0,1,5,7",1,1,0,0,0,1,0,1,0
1100,"1,5,7",0,1,0,0,0,1,0,1,0
1101,"1,5",0,1,0,0,0,1,0,0,0
1102,2,0,0,1,0,0,0,0,0,0
1103,0,1,0,0,0,0,0,0,0,0
1104,"2,3",0,0,1,1,0,0,0,0,0
1105,"2,3",0,0,1,1,0,0,0,0,0
1106,"0,1,5",1,1,0,0,0,1,0,0,0
1107,2,0,0,1,0,0,0,0,0,0
1108,2,0,0,1,0,0,0,0,0,0
1109,"1,2,5",0,1,1,0,0,1,0,0,0
1110,"0,1,5,7",1,1,0,0,0,1,0,1,0
1111,"0,1,5,7,8",1,1,0,0,0,1,0,1,1
1112,5,0,0,0,0,0,1,0,0,0
1113,"0,1,5,7",1,1,0,0,0,1,0,1,0
1114,0,1,0,0,0,0,0,0,0,0
1115,"1,2,5,7",0,1,1,0,0,1,0,1,0
1116,0,1,0,0,0,0,0,0,0,0
1117,3,0,0,0,1,0,0,0,0,0
1118,0,1,0,0,0,0,0,0,0,0
1119,0,1,0,0,0,0,0,0,0,0
1120,"1,5",0,1,0,0,0,1,0,0,0
1121,0,1,0,0,0,0,0,0,0,0
1122,"0,1,7",1,1,0,0,0,0,0,1,0
1123,"1,5,7",0,1,0,0,0,1,0,1,0
1124,0,1,0,0,0,0,0,0,0,0
1125,"0,1,5,7",1,1,0,0,0,1,0,1,0
1126,0,1,0,0,0,0,0,0,0,0
1127,0,1,0,0,0,0,0,0,0,0
1128,"0,1,0",1,1,0,0,0,0,0,0,0
1129,"0,1,5,7",1,1,0,0,0,1,0,1,0
1130,"0,1,2,5,6,7,8",1,1,1,0,0,1,1,1,1
1131,"1,5",0,1,0,0,0,1,0,0,0
1132,"1,2,5",0,1,1,0,0,1,0,0,0
1133,"1,5",0,1,0,0,0,1,0,0,0
1134,0,1,0,0,0,0,0,0,0,0
1135,"2,3",0,0,1,1,0,0,0,0,0
1136,"1,5",0,1,0,0,0,1,0,0,0
