KSAT ID,0,1,2,3,4,5,6,7,8,Statement Description
K0285,0,1,0,0,0,0,0,0,0,Knowledge of implementing enterprise key escrow systems to support data-at-rest encryption
K0286,1,0,0,0,0,0,0,0,0,Knowledge of N-tiered typologies (e.g. including server and client operating systems)
K0287,0,0,0,0,0,0,0,1,0,Knowledge of an organization's information classification program and procedures for information compromise
K0288,0,0,0,0,0,1,0,0,0,Knowledge of industry standard security models
K0289,0,0,0,0,0,0,0,1,0,Knowledge of system/server diagnostic tools and fault identification techniques
K0290,0,0,0,1,0,0,0,0,0,Knowledge of systems security testing and evaluation methods
K0291,1,0,0,0,0,0,0,0,0,"Knowledge of the enterprise information technology (IT) architectural concepts and patterns (e.g., baseline, validated design, and target architectures.)"
K0292,0,0,0,0,0,0,0,1,0,"Knowledge of the operations and processes for incident, problem, and event management"
K0293,0,0,0,0,0,0,0,1,0,Knowledge of integrating the organization’s goals and objectives into the architecture
K0294,0,0,0,0,0,0,0,1,0,"Knowledge of IT system operation, maintenance, and security needed to keep equipment functioning properly"
K0295,0,0,0,0,0,1,0,0,0,"Knowledge of confidentiality, integrity, and availability principles"
K0296,0,0,0,0,0,0,0,1,0,"Knowledge of capabilities, applications, and potential vulnerabilities of network equipment including hubs, routers, switches, bridges, servers, transmission media, and related hardware"
K0297,0,0,0,0,0,1,0,0,0,Knowledge of countermeasure design for identified security risks
K0299,0,0,0,0,0,1,0,0,0,"Knowledge in determining how a security system should work (including its resilience and dependability capabilities) and how changes in conditions, operations, or the environment will affect these outcomes"
K0300,0,0,0,0,1,0,0,0,0,Knowledge of network mapping and recreating network topologies
K0301,0,0,0,0,1,0,0,0,0,"Knowledge of packet-level analysis using appropriate tools (e.g., Wireshark, tcpdump)"
K0302,0,0,0,0,0,0,0,1,0,Knowledge of the basic operation of computers
K0303,1,0,0,0,0,0,0,0,0,Knowledge of the use of sub-netting tools
K0304,0,1,0,0,0,0,0,0,0,Knowledge of concepts and practices of processing digital forensic data
K0305,0,1,0,0,0,0,0,0,0,Knowledge of data concealment (e.g. encryption algorithms and steganography)
K0308,0,1,0,0,0,0,0,0,0,Knowledge of cryptology
K0309,1,0,0,0,0,0,0,0,0,Knowledge of emerging technologies that have potential for exploitation
K0310,1,0,0,0,0,0,0,0,0,Knowledge of hacking methodologies
K0311,1,0,0,0,0,0,0,0,0,Knowledge of industry indicators useful for identifying technology trends
K0312,0,0,0,0,0,0,0,0,1,"Knowledge of intelligence gathering principles, policies, and procedures including legal authorities and restrictions"
K0313,0,0,0,0,0,0,0,0,1,"Knowledge of external organizations and academic institutions with cyber focus (e.g., cyber curriculum/training and Research & Development)"
K0314,0,0,0,0,0,0,0,1,0,Knowledge of industry technologies’ potential cybersecurity vulnerabilities
K0315,1,0,0,0,0,0,0,0,0,"Knowledge of the principal methods, procedures, and techniques of gathering information and producing, reporting, and sharing information"
K0316,1,0,0,0,0,0,0,0,0,"Knowledge of business or military operation plans, concept operation plans, orders, policies, and standing rules of engagement"
K0317,0,0,0,0,0,0,0,1,0,"Knowledge of procedures used for documenting and querying reported incidents, problems, and events"
K0318,1,0,0,0,0,0,0,0,0,Knowledge of operating system command-line tools
K0319,1,0,0,0,0,0,0,0,0,Knowledge of technical delivery capabilities and their limitations
K0320,1,0,0,0,0,0,0,0,0,Knowledge of organization's evaluation and validation criteria
K0321,0,0,0,0,0,1,0,0,0,Knowledge of engineering concepts as applied to computer architecture and associated computer hardware/software
K0322,0,0,0,0,0,1,0,0,0,Knowledge of embedded systems
K0323,0,0,0,0,0,1,0,0,0,Knowledge of system fault tolerance methodologies
K0324,0,0,0,0,1,0,0,0,0,Knowledge of Intrusion Detection System (IDS)/Intrusion Prevention System (IPS) tools and applications
K0325,0,1,0,0,0,0,0,0,0,"Knowledge of Information Theory (e.g., source coding, channel coding, algorithm complexity theory, and data compression)"
K0326,0,0,0,0,1,0,0,0,0,Knowledge of demilitarized zones
K0330,1,0,0,0,0,0,0,0,0,Knowledge of successful capabilities to identify the solutions to less common and more complex system problems
K0332,0,0,0,0,1,0,0,0,0,"Knowledge of network protocols such as TCP/IP, Dynamic Host Configuration, Domain Name System (DNS), and directory services"
K0333,0,0,0,0,1,0,0,0,0,"Knowledge of network design processes, to include understanding of security objectives, operational objectives, and trade-offs"
K0334,0,0,0,0,1,0,0,0,0,"Knowledge of network traffic analysis (tools, methodologies, processes)"
K0335,0,0,0,0,0,0,0,1,0,Knowledge of current and emerging cyber technologies
K0336,0,1,0,0,0,0,0,0,0,Knowledge of access authentication methods
K0338,0,0,0,0,0,1,0,0,0,Knowledge of data mining techniques
K0339,0,0,0,0,0,0,0,1,0,Knowledge of how to use network analysis tools to identify vulnerabilities
K0341,0,0,0,0,0,0,0,1,0,Knowledge of foreign disclosure policies and import/export control regulations as related to cybersecurity
K0342,0,0,0,0,0,1,0,0,0,"Knowledge of penetration testing principles, tools, and techniques"
K0343,0,0,1,0,0,0,0,1,0,Knowledge of root cause analysis techniques
K0344,0,0,0,0,0,1,0,0,0,Knowledge of an organization’s threat environment
K0346,1,0,0,0,0,0,0,0,0,Knowledge of principles and methods for integrating system components
K0347,0,0,0,0,0,0,0,1,0,Knowledge and understanding of operational design
K0349,1,0,0,0,0,0,0,0,0,"Knowledge of website types, administration, functions, and content management system (CMS)"
K0350,0,0,0,0,0,0,0,1,0,Knowledge of accepted organization planning systems
K0351,0,0,0,0,0,0,0,1,0,"Knowledge of applicable statutes, laws, regulations and policies governing cyber targeting and exploitation"
K0352,1,0,0,0,0,0,0,0,0,"Knowledge of forms of intelligence support needs, topics, and focus areas"
K0353,1,0,0,0,0,0,0,0,0,Knowledge of possible circumstances that would result in changing collection management authorities
K0354,0,0,0,0,0,0,0,1,0,Knowledge of relevant reporting and dissemination procedures
K0355,1,0,0,0,0,0,0,0,0,Knowledge of all-source reporting and dissemination procedures
K0356,1,0,0,0,0,0,0,1,0,"Knowledge of analytic tools and techniques for language, voice and/or graphic material"
K0357,1,0,0,0,0,0,0,1,0,Knowledge of analytical constructs and their use in assessing the operational environment
K0358,1,0,0,0,0,0,0,1,0,Knowledge of analytical standards and the purpose of intelligence confidence levels
K0359,1,0,0,0,0,0,0,0,0,Knowledge of approved intelligence dissemination processes
K0361,0,0,0,0,0,0,0,1,0,"Knowledge of asset availability, capabilities and limitations"
K0362,0,0,0,0,0,0,0,1,0,"Knowledge of attack methods and techniques (DDoS, brute force, spoofing, etc.)"
K0363,0,0,0,0,0,1,0,0,0,Knowledge of auditing and logging procedures (including server-based logging)
K0364,1,0,0,0,0,0,0,0,0,Knowledge of available databases and tools necessary to assess appropriate collection tasking
K0368,1,0,0,0,0,0,0,0,0,Knowledge of implants that enable cyber collection and/or preparation activities
K0371,1,0,0,0,0,0,0,1,0,"Knowledge of principles of the collection development processes (e.g., Dialed Number Recognition, Social Network Analysis)"
K0372,0,0,1,0,0,0,0,0,0,"Knowledge of programming concepts (e.g., levels, structures, compiled vs. interpreted languages)"
K0373,1,0,0,0,0,0,0,1,0,"Knowledge of basic software applications (e.g., data storage and backup, database applications) and the types of vulnerabilities that have been found in those applications"
K0375,0,0,0,0,1,0,0,0,0,Knowledge of wireless applications vulnerabilities
K0376,1,0,0,0,0,0,0,0,0,"Knowledge of internal and external customers and partner organizations, including information needs, objectives, structure, capabilities, etc"
K0377,1,0,0,0,0,0,0,0,0,"Knowledge of classification and control markings standards, policies and procedures"
K0379,1,0,0,0,0,0,0,0,0,"Knowledge of client organizations, including information needs, objectives, structure, capabilities, etc"
K0380,1,0,0,0,0,0,0,0,0,Knowledge of collaborative tools and environments
K0381,0,0,0,0,0,0,0,1,0,Knowledge of collateral damage and estimating impact(s)
K0382,1,1,0,0,0,0,0,1,0,Knowledge of collection capabilities and limitations
K0383,1,0,0,0,0,1,0,1,0,"Knowledge of collection capabilities, accesses, performance specifications, and constraints utilized to satisfy collection plan"
K0384,1,0,0,0,0,1,0,0,0,"Knowledge of collection management functionality (e.g., positions, functions, responsibilities, products, reporting requirements)"
K0386,1,0,0,0,0,0,0,1,0,Knowledge of collection management tools
K0387,1,0,0,0,0,0,0,1,0,Knowledge of collection planning process and collection plan
K0388,1,0,0,0,0,0,0,0,0,"Knowledge of collection searching/analyzing techniques and tools for chat/buddy list, emerging technologies, VOIP, Media Over IP, VPN, VSAT/wireless, web mail and cookies"
K0389,1,0,0,0,0,0,0,0,0,Knowledge of collection sources including conventional and non-conventional sources
K0390,1,0,0,0,0,0,0,0,0,Knowledge of collection strategies
K0391,1,0,0,0,0,1,0,0,0,"Knowledge of collection systems, capabilities, and processes"
K0392,0,0,0,0,0,1,0,0,0,"Knowledge of common computer/network infections (virus, Trojan, etc.) and methods of infection (ports, attachments, etc.)"
K0393,0,0,0,0,0,0,0,1,0,Knowledge of common networking devices and their configurations
K0394,1,0,0,0,0,0,0,0,0,Knowledge of common reporting databases and tools
K0395,0,0,0,0,1,0,0,0,0,"Knowledge of computer networking fundamentals (i.e., basic computer components of a network, types of networks, etc.)"
K0396,1,0,0,0,0,0,0,0,0,"Knowledge of computer programming concepts, including computer languages, programming, testing, debugging, and file types"
K0397,0,0,0,0,0,0,0,1,0,"Knowledge of security concepts in operating systems (e.g., Linux, Unix.)"
K0398,1,0,0,0,0,0,0,0,0,"Knowledge of concepts related to websites (e.g., web servers/pages, hosting, DNS, registration, web languages such as HTML)"
K0399,0,0,0,0,0,0,0,1,0,Knowledge of crisis action planning and time sensitive planning procedures
K0400,0,0,0,0,0,0,0,1,0,Knowledge of crisis action planning for cyber operations
K0401,1,0,0,0,0,0,0,0,0,Knowledge of criteria for evaluating collection products
K0402,1,0,0,0,0,0,0,1,0,"Knowledge of criticality and vulnerability factors (e.g., value, recuperation, cushion, countermeasures) for target selection and applicability to the cyber domain"
K0403,0,1,0,0,0,0,0,0,0,"Knowledge of cryptologic capabilities, limitations, and contributions to cyber operations"
K0404,1,0,0,0,0,0,0,0,0,Knowledge of current collection requirements
K0405,0,0,0,0,0,1,0,0,0,Knowledge of current computer-based intrusion sets
K0406,0,0,0,0,1,0,0,1,0,Knowledge of current software and methodologies for active defense and system hardening
K0407,0,0,0,0,0,0,0,1,0,Knowledge of customer information needs
K0408,0,0,0,0,0,0,0,1,0,"Knowledge of cyber actions (i.e. cyber defense, information gathering, environment preparation, cyber-attack) principles, capabilities, limitations, and effects"
K0409,0,0,0,0,0,0,0,1,0,Knowledge of cyber intelligence/information collection capabilities and repositories
K0410,0,0,0,0,0,0,0,1,0,Knowledge of cyber laws and their effect on Cyber planning
K0411,0,0,0,0,0,0,0,1,0,Knowledge of cyber laws and legal considerations and their effect on cyber planning
K0412,1,0,0,0,0,0,0,0,0,Knowledge of cyber lexicon/terminology
K0413,0,0,0,0,0,0,0,1,0,"Knowledge of cyber operation objectives, policies, and legalities"
K0414,0,0,0,0,0,0,0,1,0,Knowledge of cyber operations support or enabling processes
K0415,0,0,0,0,0,0,0,1,0,Knowledge of cyber operations terminology/lexicon
K0416,0,0,0,0,0,0,0,1,0,Knowledge of cyber operations
K0417,0,1,0,0,1,0,0,0,0,"Knowledge of data communications terminology (e.g., networking protocols, Ethernet, IP, encryption, optical devices, removable media)"
K0418,0,0,0,0,1,0,0,0,0,Knowledge of data flow process for terminal or environment collection
K0419,0,0,0,0,0,0,0,1,0,Knowledge of database administration and maintenance
K0420,1,0,0,0,0,0,0,0,0,Knowledge of database theory
K0421,1,0,0,0,0,0,0,0,0,"Knowledge of databases, portals and associated dissemination vehicles"
K0422,1,0,0,0,0,0,0,0,0,Knowledge of deconfliction processes and procedures
K0423,0,0,0,0,0,0,0,1,0,Knowledge of deconfliction reporting to include external organization interaction
K0424,1,0,0,0,0,0,0,0,0,Knowledge of denial and deception techniques
K0425,0,0,0,0,0,0,0,1,0,"Knowledge of different organization objectives at all levels, including subordinate, lateral and higher"
K0426,1,0,0,0,0,0,0,0,0,Knowledge of dynamic and deliberate targeting
K0427,0,1,0,0,0,0,0,0,0,"Knowledge of encryption algorithms and cyber capabilities/tools (e.g., SSL, PGP)"
K0428,0,1,0,0,0,0,0,0,0,Knowledge of encryption algorithms and tools for wireless local area networks (WLANs)
K0429,0,0,0,0,0,0,0,1,0,Knowledge of enterprise-wide information management
K0430,0,0,0,0,1,0,0,0,0,Knowledge of evasion strategies and techniques
K0431,0,0,0,0,0,0,0,1,0,Knowledge of evolving/emerging communications technologies
K0432,0,0,0,0,0,0,0,1,0,"Knowledge of existing, emerging, and long-range issues related to cyber operations strategy, policy, and organization"
K0433,0,1,0,0,0,0,0,0,0,Knowledge of forensic implications of operating system structure and operations
K0435,1,0,0,0,0,0,0,0,0,"Knowledge of fundamental cyber concepts, principles, limitations, and effects"
K0436,0,0,0,0,0,0,0,1,0,"Knowledge of fundamental cyber operations concepts, terminology/lexicon (i.e., environment preparation, cyber-attack, cyber defense), principles, capabilities, limitations, and effects"
K0437,0,0,0,0,0,1,0,0,0,Knowledge of general Supervisory control and data acquisition (SCADA) system components
K0438,0,0,0,0,1,1,0,0,0,"Knowledge of mobile cellular communications architecture (e.g., LTE, CDMA, GSM/EDGE and UMTS/HSPA)"
K0439,0,0,0,0,0,0,0,1,0,Knowledge of governing authorities for targeting
K0440,1,0,0,0,0,0,0,0,0,Knowledge of host-based security products and how those products affect exploitation and reduce vulnerability
K0442,1,0,0,0,0,0,0,0,0,"Knowledge of how converged technologies impact cyber operations (e.g., digital, telephony, wireless)"
K0443,0,0,0,0,1,0,0,0,0,"WITHDRAWN: Knowledge of how hubs, switches, routers work together in the design of a network. (See K0143)"
K0444,0,0,0,0,1,0,0,0,0,"Knowledge of how Internet applications work (SMTP email, web-based email, chat clients, VOIP)"
K0445,0,0,0,0,1,0,0,0,0,Knowledge of how modern digital and telephony networks impact cyber operations
K0446,0,0,0,0,1,0,0,0,0,Knowledge of how modern wireless communications systems impact cyber operations
K0447,0,1,0,0,0,0,0,0,0,"Knowledge of how to collect, view, and identify essential information on targets of interest from metadata (e.g., email, http)"
K0448,1,0,0,0,0,0,0,0,0,Knowledge of how to establish priorities for resources
K0449,0,1,0,0,0,0,0,0,0,"Knowledge of how to extract, analyze, and use metadata"
K0451,0,1,0,0,0,0,0,0,0,Knowledge of identification and reporting processes
K0452,0,0,0,0,0,0,0,1,0,"Knowledge of implementing Unix and Windows systems that provide radius authentication and logging, DNS, mail, web service, FTP server, DHCP, firewall, and SNMP"
K0453,1,0,0,0,0,0,0,0,0,Knowledge of indications and warning
K0454,1,0,0,0,0,0,0,0,0,Knowledge of information needs
K0455,1,0,0,0,0,0,0,0,0,"Knowledge of information security concepts, facilitating technologies and methods"
K0456,1,0,0,0,0,0,0,0,0,Knowledge of intelligence capabilities and limitations
K0457,1,0,0,0,0,0,0,0,0,Knowledge of intelligence confidence levels
K0458,1,0,0,0,0,0,0,0,0,Knowledge of intelligence disciplines
K0459,1,0,0,0,0,0,0,0,0,"Knowledge of intelligence employment requirements (i.e., logistical, communications support, maneuverability, legal restrictions, etc.)"
K0460,1,0,0,0,0,0,0,0,0,Knowledge of intelligence preparation of the environment and similar processes
K0461,1,0,0,0,0,0,0,0,0,Knowledge of intelligence production processes
K0462,1,0,0,0,0,0,0,0,0,"Knowledge of intelligence reporting principles, policies, procedures, and vehicles, including report formats, reportability criteria (requirements and priorities), dissemination practices, and legal authorities and restrictions"
K0463,1,0,0,0,0,0,0,0,0,Knowledge of intelligence requirements tasking systems
K0464,1,0,0,0,0,0,0,0,0,"Knowledge of intelligence support to planning, execution, and assessment"
K0465,0,0,0,0,0,0,0,1,0,Knowledge of internal and external partner cyber operations capabilities and tools
K0466,1,0,0,0,0,0,0,0,0,Knowledge of internal and external partner intelligence processes and the development of information requirements and essential information
K0467,0,0,0,0,0,0,0,1,0,"Knowledge of internal and external partner organization capabilities and limitations (those with tasking, collection, processing, exploitation and dissemination responsibilities)"
K0468,0,0,0,0,0,0,0,1,0,Knowledge of internal and external partner reporting
K0469,0,0,0,0,0,0,0,1,0,Knowledge of internal tactics to anticipate and/or emulate threat capabilities and actions
K0470,0,0,0,0,1,0,0,0,0,Knowledge of Internet and routing protocols
K0471,0,0,0,0,1,0,0,0,0,"Knowledge of Internet network addressing (IP addresses, classless inter-domain routing, TCP/UDP port numbering)"
K0472,0,0,0,0,1,0,0,0,0,Knowledge of intrusion detection systems and signature development
K0473,0,0,0,0,1,0,0,0,0,Knowledge of intrusion sets
K0474,0,0,0,0,0,0,0,0,1,Knowledge of key cyber threat actors and their equities
K0475,0,0,0,0,0,0,0,1,0,Knowledge of key factors of the operational environment and threat
K0476,1,0,0,0,0,0,0,0,0,Knowledge of language processing tools and techniques
K0477,1,0,0,0,0,0,0,0,0,Knowledge of leadership's Intent and objectives
K0478,0,0,0,0,0,0,0,0,1,Knowledge of legal considerations in targeting
K0479,0,0,0,0,0,1,0,0,0,Knowledge of malware analysis and characteristics
K0480,0,0,0,0,0,1,0,0,0,Knowledge of malware
K0481,0,0,0,0,0,0,0,1,0,Knowledge of methods and techniques used to detect various exploitation activities
K0482,1,0,0,0,0,0,0,0,0,Knowledge of methods for ascertaining collection asset posture and availability
K0483,0,1,0,0,0,0,0,0,0,Knowledge of methods to integrate and summarize information from any potential sources
K0484,0,1,0,0,0,0,0,0,0,"Knowledge of midpoint collection (process, objectives, organization, targets, etc.)"
K0485,0,0,0,0,0,0,0,1,0,Knowledge of network administration
K0486,0,0,0,0,1,0,0,0,0,Knowledge of network construction and topology
K0487,0,1,0,0,1,0,0,0,0,"Knowledge of network security (e.g., encryption, firewalls, authentication, honey pots, perimeter protection)"
K0488,0,0,0,0,1,0,0,0,0,"Knowledge of network security implementations (e.g., host-based IDS, IPS, access control lists), including their function and placement in a network"
K0489,0,0,0,0,1,0,0,0,0,Knowledge of network topology
K0491,0,0,0,0,1,0,0,1,0,"Knowledge of networking and Internet communications fundamentals (i.e. devices, device configuration, hardware, software, applications, ports/protocols, addressing, network architecture and infrastructure, routing, operating systems, etc.)"
K0492,1,0,0,0,0,0,0,0,0,Knowledge of non-traditional collection methodologies
K0493,0,1,0,0,1,0,0,0,0,"Knowledge of obfuscation techniques (e.g., TOR/Onion/anonymizers, VPN/VPS, encryption)"
K0494,1,0,0,0,0,0,0,0,0,"Knowledge of objectives, situation, operational environment, and the status and disposition of internal and external partner collection capabilities available to support planning"
K0495,1,0,0,0,0,0,0,0,0,Knowledge of ongoing and future operations
K0496,1,0,0,0,0,0,0,0,0,Knowledge of operational asset constraints
K0497,0,0,0,0,0,0,0,1,0,Knowledge of operational effectiveness assessment
K0498,0,0,0,0,0,0,0,1,0,Knowledge of operational planning processes
K0499,0,0,0,0,0,0,0,1,0,Knowledge of operations security
K0500,1,0,0,0,0,0,0,0,0,"Knowledge of organization and/or partner collection systems, capabilities, and processes (e.g., collection and protocol processors)"
K0501,0,0,0,0,0,0,0,1,0,"Knowledge of organization cyber operations programs, strategies, and resources"
K0502,0,0,0,0,0,0,0,1,0,Knowledge of organization decision support tools and/or methods
K0503,1,0,0,0,0,0,0,1,0,"Knowledge of organization formats of resource and asset readiness reporting, its operational relevance and intelligence collection impact"
K0504,0,0,0,0,0,0,0,1,0,"Knowledge of organization issues, objectives, and operations in cyber as well as regulations and policy directives governing cyber operations"
K0505,1,0,0,0,0,0,0,0,0,Knowledge of organization objectives and associated demand on collection management
K0506,0,0,0,0,0,0,0,1,0,"Knowledge of organization objectives, leadership priorities, and decision-making risks"
K0507,0,0,0,0,1,0,0,0,0,Knowledge of organization or partner exploitation of digital networks
K0508,0,0,0,0,0,0,0,1,0,Knowledge of organization policies and planning concepts for partnering with internal and/or external organizations
K0509,0,0,0,0,0,0,0,1,0,"Knowledge of organizational and partner authorities, responsibilities, and contributions to achieving objectives"
K0510,0,0,0,0,0,0,0,1,0,"Knowledge of organizational and partner policies, tools, capabilities, and procedures"
K0511,0,0,0,0,0,0,0,1,0,Knowledge of organizational hierarchy and cyber decision-making processes
K0512,0,0,0,0,0,0,0,1,0,Knowledge of organizational planning concepts
K0513,0,0,0,0,0,0,0,1,0,"Knowledge of organizational priorities, legal authorities and requirements submission processes"
K0514,1,0,0,0,0,0,0,0,0,Knowledge of organizational structures and associated intelligence capabilities
K0516,0,0,0,0,1,0,0,0,0,"Knowledge of physical and logical network devices and infrastructure to include hubs, switches, routers, firewalls, etc"
K0517,0,0,0,0,0,0,0,1,0,Knowledge of post implementation review (PIR) approval process
K0518,0,0,0,0,0,0,0,1,0,Knowledge of planning activity initiation
K0519,0,0,0,0,0,0,0,1,0,"Knowledge of planning timelines adaptive, crisis action, and time-sensitive planning"
K0520,1,0,0,0,0,0,0,0,0,"Knowledge of principles and practices related to target development such as target knowledge, associations, communication systems, and infrastructure"
K0521,1,0,0,0,0,0,0,0,0,"Knowledge of priority information, how it is derived, where it is published, how to access, etc"
K0522,0,0,0,0,0,0,0,1,0,Knowledge of production exploitation and dissemination needs and architectures
K0523,1,0,0,0,0,0,0,0,0,"Knowledge of products and nomenclature of major vendors (e.g., security suites - Trend Micro, Symantec, McAfee, Outpost, and Panda) and how those products affect exploitation and reduce vulnerabilities"
K0524,0,0,0,0,0,0,0,1,0,"Knowledge of relevant laws, regulations, and policies"
K0525,0,0,0,0,0,0,0,1,0,Knowledge of required intelligence planning products associated with cyber operational planning
K0526,1,0,0,0,0,0,0,0,0,Knowledge of research strategies and knowledge management
K0527,0,0,0,0,0,0,0,1,0,Knowledge of risk management and mitigation strategies
K0528,1,0,0,0,0,0,0,0,0,Knowledge of satellite-based communication systems
K0529,1,0,0,0,0,0,0,0,0,Knowledge of scripting
K0530,0,1,0,0,0,0,0,0,0,"Knowledge of security hardware and software options, including the network artifacts they induce and their effects on exploitation"
K0531,0,0,1,0,0,0,0,0,0,Knowledge of security implications of software configurations
K0532,1,0,0,0,0,0,0,0,0,"Knowledge of specialized target language (e.g., acronyms, jargon, technical terminology, code words)"
K0533,1,0,0,0,0,0,0,0,0,"Knowledge of specific target identifiers, and their usage"
K0534,1,0,0,0,0,0,0,0,0,"Knowledge of staff management, assignment, and allocation processes"
K0535,1,0,0,0,0,0,0,0,0,Knowledge of strategies and tools for target research
K0536,1,0,0,0,0,0,0,0,0,"Knowledge of structure, approach, and strategy of exploitation tools (e.g., sniffers, keyloggers) and techniques (e.g., gaining backdoor access, collecting/exfiltrating data, conducting vulnerability analysis of other systems in the network)"
K0538,1,0,0,0,0,0,0,0,0,"Knowledge of target and threat organization structures, critical capabilities, and critical vulnerabilities"
K0539,1,0,0,0,0,0,0,0,0,"Knowledge of target communication profiles and their key elements (e.g., target associations, activities, communication infrastructure)"
K0540,1,0,0,0,0,0,0,0,0,Knowledge of target communication tools and techniques
K0541,1,0,0,0,0,0,0,0,0,"Knowledge of target cultural references, dialects, expressions, idioms, and abbreviations"
K0542,1,0,0,0,0,0,0,0,0,"Knowledge of target development (i.e., concepts, roles, responsibilities, products, etc.)"
K0543,1,0,0,0,0,0,0,0,0,Knowledge of target estimated repair and recuperation times
K0544,1,0,0,0,0,0,0,0,0,Knowledge of target intelligence gathering and operational preparation techniques and life cycles
K0545,1,0,0,0,0,0,0,0,0,Knowledge of target language(s)
K0546,1,0,0,0,0,0,0,0,0,"Knowledge of target list development (i.e. Restricted, Joint, Candidate, etc.)"
K0547,1,0,0,0,0,0,0,0,0,Knowledge of target methods and procedures
K0548,0,0,0,0,0,0,0,0,1,Knowledge of target or threat cyber actors and procedures
K0549,1,0,0,0,0,0,0,0,0,Knowledge of target vetting and validation procedures
K0550,1,0,0,0,0,0,0,0,0,"Knowledge of target, including related current events, communication profile, actors, and history (language, culture) and/or frame of reference"
K0551,1,0,0,0,0,0,0,0,0,Knowledge of targeting cycles
K0552,1,0,0,0,0,0,0,0,0,Knowledge of tasking mechanisms
K0553,1,0,0,0,0,0,0,0,0,Knowledge of tasking processes for organic and subordinate collection assets
K0554,1,0,0,0,0,0,0,0,0,"Knowledge of tasking, collection, processing, exploitation and dissemination"
K0555,0,0,0,0,1,0,0,0,0,Knowledge of TCP/IP networking protocols
K0556,1,0,0,0,0,0,0,0,0,Knowledge of telecommunications fundamentals
K0557,1,0,0,0,0,0,0,0,0,"Knowledge of terminal or environmental collection (process, objectives, organization, targets, etc.)"
K0558,1,0,0,0,0,0,0,0,0,Knowledge of the available tools and applications associated with collection requirements and collection management
K0559,1,0,0,0,0,0,0,0,0,"Knowledge of the basic structure, architecture, and design of converged applications"
K0560,0,0,0,0,1,0,0,0,0,"Knowledge of the basic structure, architecture, and design of modern communication networks"
K0561,0,1,0,0,1,0,0,0,0,"Knowledge of the basics of network security (e.g., encryption, firewalls, authentication, honey pots, perimeter protection)"
K0562,1,0,0,0,0,0,0,0,0,"Knowledge of the capabilities and limitations of new and emerging collection capabilities, accesses and/or processes"
K0563,0,0,0,0,0,0,0,1,0,"Knowledge of the capabilities, limitations and tasking methodologies of internal and external collections as they apply to planned cyber activities"
K0564,1,0,0,0,0,0,0,0,0,"Knowledge of the characteristics of targeted communication networks (e.g., capacity, functionality, paths, critical nodes)"
K0565,0,0,0,0,1,0,0,0,0,"Knowledge of the common networking and routing protocols (e.g. TCP/IP), services (e.g., web, mail, DNS), and how they interact to provide network communications"
K0566,0,0,0,0,0,0,0,1,0,Knowledge of the critical information requirements and how they're used in planning
K0567,1,0,0,0,0,0,0,0,0,Knowledge of the data flow from collection origin to repositories and tools
K0568,1,0,0,0,0,0,0,0,0,Knowledge of the definition of collection management and collection management authority
K0569,1,0,0,0,0,0,0,0,0,"Knowledge of the existent tasking, collection, processing, exploitation and dissemination architecture"
K0570,1,0,0,0,0,0,0,0,0,Knowledge of the factors of threat that could impact collection operations
K0571,1,0,0,0,0,0,0,0,0,Knowledge of the feedback cycle in collection processes
K0572,1,0,0,0,0,0,0,0,0,Knowledge of the functions and capabilities of internal teams that emulate threat activities to benefit the organization
K0573,0,1,0,0,0,0,0,0,0,Knowledge of the fundamentals of digital forensics to extract actionable intelligence
K0574,1,0,0,0,0,0,0,0,0,Knowledge of the impact of language analysis on on-net operator functions
K0575,1,0,0,0,0,0,0,0,0,Knowledge of the impacts of internal and external partner staffing estimates
K0576,1,0,0,0,0,0,0,0,0,Knowledge of the information environment
K0577,1,0,0,0,0,0,0,0,0,"Knowledge of the intelligence frameworks, processes, and related systems"
K0578,1,0,0,0,0,0,0,0,0,Knowledge of the intelligence requirements development and request for information processes
K0579,1,0,0,0,0,0,0,0,0,"Knowledge of the organization, roles and responsibilities of higher, lower and adjacent sub-elements"
K0580,1,0,0,0,0,0,0,0,0,Knowledge of the organization’s established format for collection plan
K0581,0,0,0,0,0,0,0,1,0,"Knowledge of the organization’s planning, operations and targeting cycles"
K0582,0,0,0,0,0,0,0,1,0,Knowledge of the organizational planning and staffing process
K0583,0,0,0,0,0,0,0,1,0,Knowledge of the organizational plans/directives/guidance that describe objectives
K0584,0,0,0,0,0,0,0,1,0,Knowledge of the organizational policies/procedures for temporary transfer of collection authority
K0585,0,0,0,0,0,0,0,1,0,"Knowledge of the organizational structure as it pertains to full spectrum cyber operations, including the functions, responsibilities, and interrelationships among distinct internal elements"
K0586,0,0,0,0,0,0,0,1,0,Knowledge of the outputs of course of action and exercise analysis
K0587,1,0,0,0,0,0,0,0,0,"Knowledge of the POC’s, databases, tools and applications necessary to establish environment preparation and surveillance products"
K0588,1,0,0,0,0,0,0,0,0,"Knowledge of the priority information requirements from subordinate, lateral and higher levels of the organization"
K0589,0,0,0,0,0,0,0,1,0,Knowledge of the process used to assess the performance and impact of operations
K0590,0,0,0,0,0,0,0,1,0,Knowledge of the processes to synchronize operational assessment procedures with the critical information requirement process
K0591,1,0,0,0,0,0,0,0,0,Knowledge of the production responsibilities and organic analysis and production capabilities
K0592,1,0,0,0,0,0,0,0,0,Knowledge of the purpose and contribution of target templates
